"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"dataset"
"4370"	-4.31498388115025	"F13A1"	"2162"	6.47015835666996e-05	"F.F.36h.1"
"43681"	-1.50734123420651	"F11R"	"50848"	0.0167919770715683	"F.F.36h.1"
"43651"	-1.71801888738404	"EZH2"	"2146"	0.00452558872948519	"F.F.36h.1"
"43501"	-1.92621426844147	"EXOSC8"	"11340"	0.00117324171086403	"F.F.36h.1"
"43362"	-1.98108595602013	"EXO1"	"9156"	0.000737814453254512	"F.F.36h.1"
"4328"	-3.0112258892184	"EVI2B"	"2124"	0.000159697095161323	"F.F.36h.1"
"42961"	-3.23716846454829	"ESM1"	"11082"	0.000623123232266738	"F.F.36h.1"
"4287"	-1.81937528900504	"ERRFI1"	"54206"	0.00702503271485131	"F.F.36h.1"
"4266"	-1.64391781724418	"ERH"	"2079"	0.0113252594829567	"F.F.36h.1"
"42512"	-1.7217569768274	"ERCC6L"	"54821"	0.00387660071761986	"F.F.36h.1"
"4235"	-1.5112547920177	"EPSTI1"	"94240"	0.00154278814642438	"F.F.36h.1"
"4224"	-1.79919234059979	"EPHX2"	"2053"	0.00418811840611444	"F.F.36h.1"
"4220"	-1.86740167207172	"EPHB1"	"2047"	0.00133638828829669	"F.F.36h.1"
"4192"	-8.80759480624822	"ENTPD1"	"953"	3.89734277828144e-07	"F.F.36h.1"
"41361"	-1.53610664954734	"ELOVL7"	"79993"	0.0326316678558318	"F.F.36h.1"
"41042"	-5.03769475063206	"ELMO1"	"9844"	0.000115797421197985	"F.F.36h.1"
"4080"	-2.12271741799608	"EIF4G2"	"1982"	0.0179955975124311	"F.F.36h.1"
"3984"	-1.70577757495343	"EIF3D"	"8664"	0.0256452502107415	"F.F.36h.1"
"3908"	-1.51462143945662	"EEF1B2"	"1933"	0.02727120306701	"F.F.36h.1"
"3880"	-1.55348426827858	"ECT2"	"1894"	0.00759605799482273	"F.F.36h.1"
"3857"	-1.73435772950113	"EAF2"	"55840"	0.0095593747847958	"F.F.36h.1"
"3854"	-1.58519114519454	"E2F8"	"79733"	0.00553655593618671	"F.F.36h.1"
"3848"	-1.56886293201502	"E2F2"	"1870"	0.0246700448733444	"F.F.36h.1"
"37652"	-1.93003468913417	"DTL"	"51514"	0.00210152925924455	"F.F.36h.1"
"37551"	-2.32907957982737	"DSG2"	"1829"	0.00022595921339161	"F.F.36h.1"
"3681"	-3.58232526824727	"DOCK8"	"81704"	2.26744989753135e-05	"F.F.36h.1"
"36191"	-1.74767955331029	"DNAJB4"	"11080"	0.00320811097204616	"F.F.36h.1"
"35871"	-1.70787353929162	"DNA2"	"1763"	0.0368277676818949	"F.F.36h.1"
"35601"	-1.67875083921403	"DLGAP5"	"9787"	0.00708177162898278	"F.F.36h.1"
"3522"	-1.51745388912035	"DIAPH3"	"81624"	0.0335045217466612	"F.F.36h.1"
"34532"	-1.93058082640474	"DEPDC1B"	"55789"	0.0192497079533626	"F.F.36h.1"
"34521"	-1.91919263193318	"DEPDC1"	"55635"	0.0109360876248319	"F.F.36h.1"
"34432"	-2.70334165098378	"DENND2D"	"79961"	0.000248321060482778	"F.F.36h.1"
"3440"	-1.98077087791716	"DENND1C"	"79958"	0.00105782847252534	"F.F.36h.1"
"3438"	-1.63449863762574	"DEK"	"7913"	0.00677264845562902	"F.F.36h.1"
"33931"	-2.1205526484999	"DDX39B"	"7919"	0.0124224994526009	"F.F.36h.1"
"3329"	-1.52906380156219	"DCLRE1B"	"64858"	0.0252623451000999	"F.F.36h.1"
"33241"	-1.67998273781433	"DCK"	"1633"	0.00544244740751175	"F.F.36h.1"
"32951"	-1.55891623719565	"DBF4B"	"80174"	0.00814510861205707	"F.F.36h.1"
"32931"	-1.53532609402363	"DBF4"	"10926"	0.00412008847210426	"F.F.36h.1"
"3284"	-3.26348578402765	"DAPP1"	"27071"	0.000142175683791131	"F.F.36h.1"
"3270"	-1.51926021023572	"DAPK1"	"1612"	0.000547280138500314	"F.F.36h.1"
"32592"	-1.87656171059837	"DAD1"	"1603"	0.0462201717023132	"F.F.36h.1"
"3243"	-7.46485841489524	"CYTIP"	"9595"	3.41352676527501e-05	"F.F.36h.1"
"3234"	-2.92641568612018	"CYSLTR1"	"10800"	0.0114534899430635	"F.F.36h.1"
"3182"	-1.91669235968984	"CYCS"	"54205"	0.00157181624143647	"F.F.36h.1"
"3180"	-6.13500483732698	"CYBB"	"1536"	4.02998214167242e-05	"F.F.36h.1"
"31571"	-2.3802705404874	"CXorf21"	"80231"	0.000557427188721553	"F.F.36h.1"
"3150"	-1.58086666627006	"CXCL8"	"3576"	0.0176683296875048	"F.F.36h.1"
"31461"	-1.50159171986413	"CXCL2"	"2920"	0.0257001135277609	"F.F.36h.1"
"3111"	-2.56666703028352	"CTSS"	"1520"	6.08425684121166e-05	"F.F.36h.1"
"3107"	-5.46230274335865	"CTSH"	"1512"	6.50938733216182e-07	"F.F.36h.1"
"30751"	-2.26562733411492	"CTDNEP1"	"23399"	0.000496078136520128	"F.F.36h.1"
"2982"	-1.53678256488945	"CRYBG1"	"202"	0.00400186683069735	"F.F.36h.1"
"2922"	-2.77970864957578	"CR2"	"1380"	0.000191122195887798	"F.F.36h.1"
"2904"	-1.57698352073269	"CPNE5"	"57699"	0.0377352523386996	"F.F.36h.1"
"2870"	-1.6228196307036	"COX18"	"285521"	0.0104030591781714	"F.F.36h.1"
"28593"	-3.31457915559313	"CORO1A"	"11151"	0.000149455666481895	"F.F.36h.1"
"26752"	-1.65356608418131	"CLSPN"	"63967"	0.00687502664328758	"F.F.36h.1"
"26491"	-2.24854386555218	"CLIC6"	"54102"	0.000191874370335011	"F.F.36h.1"
"2645"	-3.27504879848916	"CLIC2"	"1193"	4.03113843950914e-05	"F.F.36h.1"
"2623"	-2.16132675117605	"CLEC2D"	"29121"	0.00175265607491556	"F.F.36h.1"
"2615"	-1.99206903925739	"CLEC17A"	"388512"	0.000507904737635459	"F.F.36h.1"
"25752"	-1.60430353764292	"CKS2"	"1164"	0.0328284740306547	"F.F.36h.1"
"25691"	-1.72104842089081	"CKAP2"	"26586"	0.00396464582982944	"F.F.36h.1"
"2535"	-1.52870860551242	"CHST6"	"4166"	0.0126803481821442	"F.F.36h.1"
"2498"	-1.63026116042403	"CHORDC1"	"26973"	0.0281081513798933	"F.F.36h.1"
"2495"	-1.82169360674173	"CHN1"	"1123"	0.0282508709457173	"F.F.36h.1"
"2480"	-2.68951375870082	"CHI3L2"	"1117"	0.00259656131193381	"F.F.36h.1"
"2401"	-1.57017395247184	"CES1"	"1066"	0.00521225362041785	"F.F.36h.1"
"23761"	-1.57706261005831	"CEP55"	"55165"	0.0114864494298707	"F.F.36h.1"
"2358"	-1.94545142124623	"CENPU"	"79682"	0.00346975927238675	"F.F.36h.1"
"2350"	-1.97884524374821	"CENPK"	"64105"	0.000677655876885061	"F.F.36h.1"
"23462"	-2.01025603569956	"CENPE"	"1062"	0.00397131700549138	"F.F.36h.1"
"2334"	-2.18603034628137	"CELF2"	"10659"	0.00116815758234977	"F.F.36h.1"
"2298"	-1.52384298036211	"CDKN3"	"1033"	0.0400267493115745	"F.F.36h.1"
"22391"	-1.80973062706771	"CDCA8"	"55143"	0.003900114301054	"F.F.36h.1"
"22372"	-1.99080879696514	"CDCA7"	"83879"	0.0288572410667782	"F.F.36h.1"
"22321"	-2.2804417707637	"CDC6"	"990"	0.000237291563296595	"F.F.36h.1"
"22311"	-1.55688410342637	"CDC45"	"8318"	0.0159507317225055	"F.F.36h.1"
"2193"	-6.22720680179516	"CD86"	"942"	1.39471473542421e-06	"F.F.36h.1"
"2192"	-2.13197572259585	"CD83"	"9308"	8.59251670700915e-05	"F.F.36h.1"
"2189"	-5.04366705670652	"CD80"	"941"	2.26877935940111e-05	"F.F.36h.1"
"2188"	-2.44813775702235	"CD79A"	"973"	0.00055648943423355	"F.F.36h.1"
"21861"	-1.53999700535898	"CD70"	"970"	0.0151914036724171	"F.F.36h.1"
"2182"	-2.2870131005826	"CD69"	"969"	0.000196089725438147	"F.F.36h.1"
"2177"	-1.55794163860034	"CD58"	"965"	0.00679106257732459	"F.F.36h.1"
"2175"	-45.0577648092804	"CD53"	"963"	8.28192024268016e-08	"F.F.36h.1"
"21742"	-2.09153076200155	"CD52"	"1043"	0.00053387463392471	"F.F.36h.1"
"2168"	-2.17896452849264	"CD38"	"952"	0.00026936019239733	"F.F.36h.1"
"2160"	-2.39407589472828	"CD274"	"29126"	0.00444613964386884	"F.F.36h.1"
"2159"	-2.7336927669081	"CD27"	"939"	0.000105493641260677	"F.F.36h.1"
"2154"	-4.9350601826493	"CD226"	"10666"	4.0455878690067e-05	"F.F.36h.1"
"2153"	-2.20947159576812	"CD22"	"933"	0.00258908132270545	"F.F.36h.1"
"2148"	-1.99793348881785	"CD200"	"4345"	0.00187080861701881	"F.F.36h.1"
"2141"	-2.14280365666645	"CD19"	"930"	0.00712940314230796	"F.F.36h.1"
"2114"	-1.87833672994877	"CCR8"	"1237"	0.0157329381372931	"F.F.36h.1"
"2113"	-4.48933098533361	"CCR7"	"1236"	0.000106947207647023	"F.F.36h.1"
"2096"	-1.55137947702544	"CCNL1"	"57018"	0.0126624318834818	"F.F.36h.1"
"20851"	-10.0829813676975	"CCND2"	"894"	1.02798960942463e-07	"F.F.36h.1"
"20821"	-2.03543565587942	"CCNB2"	"9133"	0.00278543437684901	"F.F.36h.1"
"20801"	-1.80007581745869	"CCNB1"	"891"	0.0014879662923008	"F.F.36h.1"
"20791"	-2.06404524451653	"CCNA2"	"890"	0.000533157163995851	"F.F.36h.1"
"2074"	-1.70250072160471	"CCL5"	"6352"	0.00813539780791367	"F.F.36h.1"
"2072"	-1.86535512075837	"CCL3"	"6348"	0.00490040488976522	"F.F.36h.1"
"20661"	-3.07545847594319	"CCL22"	"6367"	5.89246382092924e-05	"F.F.36h.1"
"2063"	-1.56950740343362	"CCL19"	"6363"	0.0120057361650072	"F.F.36h.1"
"2058"	-1.50682370056405	"CCL11"	"6356"	0.0121403771482972	"F.F.36h.1"
"20421"	-5.6162595940796	"CCDC88C"	"440193"	1.49753897560471e-05	"F.F.36h.1"
"19941"	-1.83526340011013	"CCDC18"	"343099"	0.0126739046312472	"F.F.36h.1"
"19011"	-1.59919432256892	"CASZ1"	"54897"	0.00818735317207487	"F.F.36h.1"
"18581"	-1.58598036044306	"CARD11"	"84433"	0.0107490708115842	"F.F.36h.1"
"1842"	-2.30191757829141	"CAPNS1"	"826"	0.0350057115086613	"F.F.36h.1"
"17522"	-1.62312932447232	"CACNA1E"	"777"	0.0150267475617957	"F.F.36h.1"
"1733"	-1.55113127864859	"CA5A"	"763"	0.0289367348509875	"F.F.36h.1"
"1683"	-1.60609546056082	"C6orf223"	"221416"	0.0097019966613297	"F.F.36h.1"
"1581"	-1.68942793475963	"C1QTNF9"	"338872"	0.0172399168051711	"F.F.36h.1"
"14301"	-2.33704426923243	"BUB1B"	"701"	0.000322823569770507	"F.F.36h.1"
"14291"	-1.79276818123573	"BUB1"	"699"	0.00386729806161241	"F.F.36h.1"
"14141"	-2.54204908093691	"BTLA"	"151888"	0.00120376444217369	"F.F.36h.1"
"1413"	-3.79848423309397	"BTK"	"695"	3.71480880776244e-06	"F.F.36h.1"
"13942"	-2.2706776508633	"BST2"	"684"	0.00181283867166251	"F.F.36h.1"
"13611"	-1.71866800013953	"BRCA2"	"675"	0.00343107634549806	"F.F.36h.1"
"13431"	-1.53451989442937	"BORA"	"79866"	0.00793388052626795	"F.F.36h.1"
"1339"	-1.56202005010775	"BOLA2"	"552900"	0.00511411960286953	"F.F.36h.1"
"13042"	-4.3904951190214	"BLNK"	"29760"	6.35464735130226e-06	"F.F.36h.1"
"13012"	-1.80418984598442	"BLK"	"640"	0.0047514410328253	"F.F.36h.1"
"1297"	-8.26973569428691	"BIRC3"	"330"	1.0593765514924e-06	"F.F.36h.1"
"1296"	-1.59722367758693	"BIRC2"	"329"	0.00639464728257886	"F.F.36h.1"
"1203"	-1.76806287097266	"BATF"	"10538"	0.00382676117211883	"F.F.36h.1"
"1172"	-1.97550708147756	"B4GALT6"	"9331"	0.00101016541123971	"F.F.36h.1"
"1157"	-1.70279252368427	"B3GNT2"	"10678"	0.00529423572844735	"F.F.36h.1"
"11302"	-1.71495639516567	"AURKB"	"9212"	0.00340387268264053	"F.F.36h.1"
"11273"	-1.93066678205048	"AURKA"	"6790"	0.00174237235189055	"F.F.36h.1"
"1096"	-2.24338463759566	"ATP8A1"	"10396"	0.00114685492658816	"F.F.36h.1"
"1017"	-1.67806974695213	"ATL2"	"64225"	0.00643072105155363	"F.F.36h.1"
"9892"	-3.14436014817147	"ATF3"	"467"	8.99111804194799e-05	"F.F.36h.1"
"9821"	-1.79245981372013	"ATAD5"	"79915"	0.025720071647689	"F.F.36h.1"
"9021"	-1.52463847459663	"ARNTL2"	"56938"	0.0157957279769177	"F.F.36h.1"
"835"	-9.96644393646134	"ARHGDIB"	"397"	6.90518581052525e-06	"F.F.36h.1"
"823"	-1.94081211010181	"ARHGAP30"	"257106"	0.00202449484871742	"F.F.36h.1"
"8101"	-3.88569511056514	"ARHGAP15"	"55843"	0.000141047022309843	"F.F.36h.1"
"8082"	-1.70347905980461	"ARHGAP11B"	"89839"	0.0137891889300715	"F.F.36h.1"
"8072"	-1.5328541981074	"ARHGAP11A"	"9824"	0.0129156808567474	"F.F.36h.1"
"7741"	-1.57524971592207	"ARAP2"	"116984"	0.00543839194722429	"F.F.36h.1"
"6631"	-1.81204523723557	"ANO9"	"338440"	0.00319690499461447	"F.F.36h.1"
"6552"	-1.63719676885847	"ANLN"	"54443"	0.00477815330776963	"F.F.36h.1"
"630"	-1.69374092606228	"ANKRD36"	"375248"	0.0366490429702703	"F.F.36h.1"
"6052"	-2.02562362492092	"ANKRD1"	"27063"	0.00877161222313712	"F.F.36h.1"
"559"	-1.71427842322063	"ANAPC5"	"51433"	0.0130352976580195	"F.F.36h.1"
"501"	-2.06481229137595	"ALOX5"	"240"	0.000728481601205532	"F.F.36h.1"
"411"	-2.44965438907979	"AIM2"	"9447"	0.000146498022180195	"F.F.36h.1"
"403"	-1.97521119660149	"AICDA"	"57379"	0.00310859861359898	"F.F.36h.1"
"382"	-1.71524674109021	"AGPAT5"	"55326"	0.00434521254776117	"F.F.36h.1"
"2881"	-1.66594762796734	"ADGRE1"	"2015"	0.000879888712984109	"F.F.36h.1"
"2371"	-1.53856322460334	"ADAM8"	"101"	0.0419450834086937	"F.F.36h.1"
"219"	-2.00435708971974	"ADA"	"100"	0.00104296397633585	"F.F.36h.1"
"1831"	-3.05412129593709	"ACSL5"	"51703"	1.74371687880415e-06	"F.F.36h.1"
"117"	-1.96398363974691	"ABI3"	"51225"	0.00121818119604094	"F.F.36h.1"
"75"	-3.34853535958219	"ABCF1"	"23"	0.00168205850505653	"F.F.36h.1"
"56"	-1.85014672853404	"ABCD2"	"225"	0.00918755301871527	"F.F.36h.1"
"15529"	-1.75488097736647	"ZNF367"	"195828"	0.0211441710399987	"F.F.36h.2"
"15166"	-1.66754806591193	"XYLT1"	"64131"	0.0239263013832223	"F.F.36h.2"
"151562"	-3.0080521844061	"XRCC2"	"7516"	0.00619057817199122	"F.F.36h.2"
"150491"	-3.32674159521945	"WDR76"	"79968"	0.00744086626612825	"F.F.36h.2"
"150021"	-3.07199207891568	"WDHD1"	"11169"	0.0278794783068319	"F.F.36h.2"
"146961"	-2.62788657241009	"UHRF1"	"29128"	0.00103979104827251	"F.F.36h.2"
"14625"	-2.14610737885332	"UBE2S"	"27338"	0.0037943297322832	"F.F.36h.2"
"146002"	-2.11613520226705	"UBE2C"	"11065"	0.00585869678710656	"F.F.36h.2"
"14572"	-2.17344054630856	"TYRO3"	"7301"	0.00235380257270052	"F.F.36h.2"
"145691"	-2.54193408748706	"TYMS"	"7298"	0.0174326845104916	"F.F.36h.2"
"145291"	-1.98151258843458	"TUBG1"	"7283"	0.0194035369739315	"F.F.36h.2"
"145241"	-2.33845583777827	"TUBB4B"	"10383"	0.00270317834206547	"F.F.36h.2"
"145161"	-1.66428713351013	"TUBB"	"203068"	0.0372408259434606	"F.F.36h.2"
"14514"	-1.72380331108922	"TUBA4B"	"80086"	0.0423252365706192	"F.F.36h.2"
"143601"	-2.5577738645091	"TRIP13"	"9319"	0.00878330699296606	"F.F.36h.2"
"142581"	-1.75919993465355	"TRAIP"	"10293"	0.0270724482957461	"F.F.36h.2"
"14175"	-1.62484131667642	"TOMM40"	"10452"	0.0379584940051263	"F.F.36h.2"
"140801"	-2.33614864708132	"TMPO"	"7112"	0.0362072729699751	"F.F.36h.2"
"13847"	-2.98043553572744	"TM4SF1"	"4071"	0.0131366755563591	"F.F.36h.2"
"137901"	-2.59978749014344	"TIMELESS"	"8914"	0.00901051029228215	"F.F.36h.2"
"137802"	-2.63738539889195	"TICRR"	"90381"	0.00819446212847027	"F.F.36h.2"
"13594"	-3.44106619301419	"TCF19"	"6941"	0.000364090807012481	"F.F.36h.2"
"134221"	-2.5728513660914	"TACC3"	"10460"	0.00406170629386293	"F.F.36h.2"
"13408"	-1.70058979959078	"SYTL4"	"94121"	0.0445016596287599	"F.F.36h.2"
"132411"	-2.53496147869524	"STIL"	"6491"	0.0191585333173479	"F.F.36h.2"
"13022"	-1.61138451550068	"SPIN4"	"139886"	0.0452992775807432	"F.F.36h.2"
"129452"	-2.67173339211674	"SPAG5"	"10615"	0.00961082044661146	"F.F.36h.2"
"128971"	-1.7577183775105	"SOCS2"	"8835"	0.0359948323199328	"F.F.36h.2"
"12809"	-2.30726244241528	"SMTN"	"6525"	0.0019090645181144	"F.F.36h.2"
"127631"	-2.18035546534123	"SMC1A"	"8243"	0.026301823859885	"F.F.36h.2"
"12719"	-1.63085977237948	"SLCO4A1"	"28231"	0.0286461228779909	"F.F.36h.2"
"12681"	-1.74903652821628	"SLC7A1"	"6541"	0.0378545085517076	"F.F.36h.2"
"12671"	-1.74067785842815	"SLC6A17"	"388662"	0.0150018786541935	"F.F.36h.2"
"12646"	-2.56692064109402	"SLC4A4"	"8671"	0.0327740091897492	"F.F.36h.2"
"125391"	-1.67686915668051	"SLC29A1"	"2030"	0.0262914503864794	"F.F.36h.2"
"12456"	-2.02493372808668	"SLC20A1"	"6574"	0.0482691587650608	"F.F.36h.2"
"123861"	-2.70184780758278	"SKA1"	"220134"	0.0340616558818288	"F.F.36h.2"
"123192"	-3.32769234532725	"SHCBP1"	"79801"	0.0117247094842381	"F.F.36h.2"
"12318"	-2.12413004118276	"SHC4"	"399694"	0.0382191417645741	"F.F.36h.2"
"122722"	-2.44650651269303	"SGO1"	"151648"	0.0285437326295017	"F.F.36h.2"
"12209"	-1.74005832338107	"SERPINE1"	"5054"	0.00484681522012384	"F.F.36h.2"
"12199"	-2.69463605254345	"SERPINB2"	"5055"	0.0116997268726629	"F.F.36h.2"
"11888"	-1.56046269748303	"S100A16"	"140576"	0.0354507390839819	"F.F.36h.2"
"11849"	-1.97090979036673	"RTTN"	"25914"	0.0252149947305869	"F.F.36h.2"
"117822"	-3.07418490177105	"RRM2"	"6241"	0.00278331419201604	"F.F.36h.2"
"11613"	-2.16191229412438	"RPL39L"	"116832"	0.0099103244823589	"F.F.36h.2"
"11486"	-1.65466188954694	"RPA2"	"6118"	0.0408991123265075	"F.F.36h.2"
"113681"	-2.04533035817303	"RNASEH2A"	"10535"	0.00721591371741073	"F.F.36h.2"
"112553"	-1.5020459064114	"RGS20"	"8601"	0.0203327978454618	"F.F.36h.2"
"11223"	-2.76213399432687	"RFWD3"	"55159"	0.00741154286267102	"F.F.36h.2"
"112101"	-1.93915931281661	"RFC5"	"5985"	0.0335704984134631	"F.F.36h.2"
"112092"	-2.6676301920365	"RFC4"	"5984"	0.0172984308551497	"F.F.36h.2"
"112082"	-3.16101376657216	"RFC3"	"5983"	0.0084271844827212	"F.F.36h.2"
"110921"	-2.62496749694399	"RBL1"	"5933"	0.0267025365754523	"F.F.36h.2"
"11023"	-1.69358228717073	"RANGAP1"	"5905"	0.0245663749490485	"F.F.36h.2"
"109811"	-2.35773522036511	"RACGAP1"	"29127"	0.0351286391163874	"F.F.36h.2"
"10773"	-3.5594116697605	"PTCH2"	"8643"	0.00734747539696928	"F.F.36h.2"
"107331"	-2.38501996302557	"PSMC3IP"	"29893"	0.019195197549453	"F.F.36h.2"
"105852"	-1.52707813930102	"PRPF8"	"10594"	0.0429065600691435	"F.F.36h.2"
"104542"	-2.60585661761709	"PRC1"	"9055"	0.0190173381491701	"F.F.36h.2"
"10268"	-1.66643411937302	"POLE3"	"54107"	0.0438549560876045	"F.F.36h.2"
"10263"	-1.77686861791412	"POLD1"	"5424"	0.0314308001934441	"F.F.36h.2"
"10251"	-1.8648148874525	"POC1A"	"25886"	0.0306800541198185	"F.F.36h.2"
"102391"	-2.03396598221052	"PNP"	"4860"	0.0136895048056719	"F.F.36h.2"
"101731"	-2.46459765932328	"PLK1"	"5347"	0.003952106706197	"F.F.36h.2"
"10109"	-2.29041318746543	"PLAU"	"5328"	0.00952194962918207	"F.F.36h.2"
"10078"	-2.29782350794275	"PKMYT1"	"9088"	0.0159330266228986	"F.F.36h.2"
"10035"	-1.89187349426686	"PIMREG"	"54478"	0.0128067513376021	"F.F.36h.2"
"99201"	-1.62054125547043	"PGP"	"283871"	0.0367174906958681	"F.F.36h.2"
"97462"	-2.6784905744313	"PCNA"	"5111"	0.0135965862438562	"F.F.36h.2"
"95153"	-2.3160376689528	"ORC6"	"23594"	0.0243079922451151	"F.F.36h.2"
"95101"	-2.94660323679935	"ORC1"	"4998"	0.00396418774834211	"F.F.36h.2"
"91471"	-2.18948466450011	"NUP188"	"23511"	0.0107225560965336	"F.F.36h.2"
"9067"	-2.23655730069837	"NRM"	"11270"	0.00714336740333232	"F.F.36h.2"
"9045"	-2.24436664776809	"NR2C2AP"	"126382"	0.00766692722028941	"F.F.36h.2"
"88072"	-2.08718347785764	"NETO2"	"81831"	0.0463370900782473	"F.F.36h.2"
"8685"	-2.64561909157606	"NCEH1"	"57552"	0.0326612979325747	"F.F.36h.2"
"86772"	-2.78664639015477	"NCAPH"	"23397"	0.0157028462868046	"F.F.36h.2"
"86762"	-2.66124469418192	"NCAPG2"	"54892"	0.0440294830115909	"F.F.36h.2"
"86752"	-3.02936792950414	"NCAPG"	"64151"	0.0198825173203571	"F.F.36h.2"
"86741"	-1.93246497030914	"NCAPD2"	"9918"	0.0349526741211508	"F.F.36h.2"
"8659"	-1.96491898378694	"NAV2"	"89797"	0.0229330792519524	"F.F.36h.2"
"86491"	-1.71719816017277	"NASP"	"4678"	0.044524367765462	"F.F.36h.2"
"8578"	-3.14332868435872	"MYPN"	"84665"	0.00102106226218987	"F.F.36h.2"
"8553"	-1.70547600592992	"MYO19"	"80179"	0.0487847061708041	"F.F.36h.2"
"85052"	-2.34804971818195	"MYBL2"	"4605"	0.00567258462243817	"F.F.36h.2"
"84283"	-2.53366368289951	"MTFR2"	"113115"	0.0220004111730506	"F.F.36h.2"
"8411"	-2.15340764903931	"MT2A"	"4502"	0.00332727882780647	"F.F.36h.2"
"8409"	-2.20522489916147	"MT1M"	"4499"	0.0102457895362313	"F.F.36h.2"
"8406"	-2.13391763339901	"MT1G"	"4495"	0.00874672323783196	"F.F.36h.2"
"8405"	-2.23213629621305	"MT1F"	"4494"	0.0130938664779702	"F.F.36h.2"
"8402"	-1.98753772749911	"MT1A"	"4489"	0.0434506136584944	"F.F.36h.2"
"81482"	-3.06036549212788	"MKI67"	"4288"	0.0228195188628795	"F.F.36h.2"
"81432"	-1.9148254646888	"MIS18A"	"54069"	0.0222206147132644	"F.F.36h.2"
"79461"	-2.8926634700913	"MCM8"	"84515"	0.0269394289367791	"F.F.36h.2"
"79451"	-2.24595137462966	"MCM6"	"4175"	0.0336935128984843	"F.F.36h.2"
"79443"	-2.95000249299056	"MCM5"	"4174"	0.000719167523725661	"F.F.36h.2"
"79423"	-3.61575972843161	"MCM3"	"4172"	0.00101205212905262	"F.F.36h.2"
"79413"	-2.11596940211748	"MCM2"	"4171"	0.00734408804270841	"F.F.36h.2"
"79402"	-3.0215991501208	"MCM10"	"55388"	0.00102754416468286	"F.F.36h.2"
"75581"	-2.19633049471677	"LRP8"	"7804"	0.00723785282627466	"F.F.36h.2"
"7500"	-1.89384323484078	"LMNB2"	"84823"	0.0154200327659943	"F.F.36h.2"
"74992"	-2.25232008451376	"LMNB1"	"4001"	0.00701670725445299	"F.F.36h.2"
"74421"	-1.7463747996691	"LIG1"	"3978"	0.0325606850862033	"F.F.36h.2"
"7205"	-1.99981437965448	"KRTAP1-5"	"83895"	0.00381002823913366	"F.F.36h.2"
"7204"	-1.77023250778502	"KRTAP1-4"	"728255"	0.00701742644417431	"F.F.36h.2"
"7188"	-1.82702273262649	"KRT8"	"3856"	0.0293762106668265	"F.F.36h.2"
"71293"	-2.28359527507801	"KPNA2"	"3838"	0.007613501965164	"F.F.36h.2"
"70192"	-2.76394979411754	"KIFC1"	"3833"	0.00530741229691376	"F.F.36h.2"
"70082"	-1.89578063804245	"KIF2C"	"11004"	0.036940565115963	"F.F.36h.2"
"70013"	-2.54316972279225	"KIF23"	"9493"	0.0253023726733636	"F.F.36h.2"
"69992"	-2.07249276449623	"KIF22"	"3835"	0.0077276998505136	"F.F.36h.2"
"6990"	-1.83630445647531	"KIF18B"	"146909"	0.012673381779982	"F.F.36h.2"
"69863"	-2.43149742829966	"KIF15"	"56992"	0.0223237907526085	"F.F.36h.2"
"69831"	-3.3179794963621	"KIF11"	"3832"	0.0492019448356772	"F.F.36h.2"
"6865"	-1.86452991143947	"KCNN2"	"3781"	0.045103820732885	"F.F.36h.2"
"6785"	-2.86465683418729	"KAT7"	"11143"	0.0124510707393601	"F.F.36h.2"
"65771"	-2.04490151263376	"IQGAP3"	"128239"	0.0196366431735256	"F.F.36h.2"
"64581"	-1.96654766325866	"IL33"	"90865"	0.0190895678989017	"F.F.36h.2"
"62351"	-2.974863828842	"ID3"	"3399"	0.000156021437976441	"F.F.36h.2"
"62332"	-2.29784574563583	"ID1"	"3397"	0.000485999158188043	"F.F.36h.2"
"6079"	-1.7085234396235	"HPCAL1"	"3241"	0.0270057704129351	"F.F.36h.2"
"59161"	-2.07945877006857	"HMGA2"	"8091"	0.0218655840075254	"F.F.36h.2"
"58591"	-2.49278258348462	"HJURP"	"55355"	0.005707755331976	"F.F.36h.2"
"58531"	-2.13592634769349	"HIST2H2BE"	"8349"	0.00810161263501893	"F.F.36h.2"
"5851"	-1.71753616820418	"HIST2H2AC"	"8338"	0.0470254139852299	"F.F.36h.2"
"58501"	-3.15196292173138	"HIST2H2AB"	"317772"	0.0006284690492356	"F.F.36h.2"
"5849"	-2.78859010168979	"HIST1H4L"	"8368"	0.000895874550824866	"F.F.36h.2"
"58481"	-2.43801452874601	"HIST1H4I"	"8294"	0.00167445524243808	"F.F.36h.2"
"5845"	-2.06896235896759	"HIST1H4F"	"8361"	0.0212133349954	"F.F.36h.2"
"5844"	-1.81393474821131	"HIST1H4E"	"8367"	0.0278026046164677	"F.F.36h.2"
"58431"	-2.35447351371701	"HIST1H4D"	"8360"	0.00470070036286482	"F.F.36h.2"
"58422"	-2.22888635914219	"HIST1H4C"	"8364"	0.0118778272607909	"F.F.36h.2"
"58411"	-2.33824592466744	"HIST1H4B"	"8366"	0.00687096501844269	"F.F.36h.2"
"5840"	-2.21928506172374	"HIST1H4A"	"8359"	0.00731825220298952	"F.F.36h.2"
"5839"	-2.83076990337682	"HIST1H3J"	"8356"	0.00091486944674256	"F.F.36h.2"
"5838"	-3.61435473355405	"HIST1H3I"	"8354"	0.00050998479055465	"F.F.36h.2"
