"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"dataset"
"5592"	-1.63756207739593	"GPR137B"	"7107"	0.0015839584919872	"M.APC.12h.1"
"5572"	-3.47232228752455	"GPD1L"	"23171"	2.31787317676443e-08	"M.APC.12h.1"
"55472"	-3.9213226902192	"GPAT3"	"84803"	3.48489628422329e-05	"M.APC.12h.1"
"5511"	-2.63465627254048	"GOLGA8N"	"643699"	8.54907448680702e-05	"M.APC.12h.1"
"55101"	-1.78789217947414	"GOLGA8F"	"100132565"	7.96782724002168e-06	"M.APC.12h.1"
"5509"	-2.59278243096614	"GOLGA8A"	"23015"	0.0138289734976388	"M.APC.12h.1"
"55041"	-2.62078575638098	"GOLGA6L10"	"647042"	0.000267882327465175	"M.APC.12h.1"
"5491"	-7.9529619738904	"GNG2"	"54331"	3.45330539039726e-07	"M.APC.12h.1"
"54724"	-1.74606733919422	"GNA15"	"2769"	0.000104859887444496	"M.APC.12h.1"
"5425"	-2.10037449205802	"GLIS2"	"84662"	1.39831484538204e-06	"M.APC.12h.1"
"53781"	-3.45595476584862	"GGT5"	"2687"	5.40511163308341e-06	"M.APC.12h.1"
"5358"	-4.71327136465371	"GFRA2"	"2675"	0.000619447135976231	"M.APC.12h.1"
"5353"	-1.64658825777942	"GFPT1"	"2673"	0.000208081572299898	"M.APC.12h.1"
"52941"	-2.97506951031161	"GBP5"	"115362"	0.00068624444408282	"M.APC.12h.1"
"52912"	-1.5012160617579	"GBP3"	"2635"	0.0228190962516164	"M.APC.12h.1"
"5281"	-2.12804499926402	"GATM"	"2628"	0.00010368677192399	"M.APC.12h.1"
"5264"	-1.66838830548847	"GAS7"	"8522"	0.0409511312888171	"M.APC.12h.1"
"52283"	-2.29989855212175	"GALNT3"	"2591"	0.000916435604294074	"M.APC.12h.1"
"5190"	-1.71620617904028	"GABPB2"	"126626"	3.54637048231409e-05	"M.APC.12h.1"
"51763"	-1.72045747696101	"GAB1"	"2549"	0.00493476908639241	"M.APC.12h.1"
"5132"	-1.58921731982439	"FURIN"	"5045"	0.000307173277141873	"M.APC.12h.1"
"5080"	-1.63901187856458	"FPR3"	"2359"	0.003160564164767	"M.APC.12h.1"
"50701"	-2.38291905409919	"FOXP1"	"27086"	2.44275753832123e-06	"M.APC.12h.1"
"5064"	-2.42070276956741	"FOXO1"	"2308"	4.70282047711745e-05	"M.APC.12h.1"
"5062"	-1.65978432189798	"FOXN2"	"3344"	3.23573906992507e-05	"M.APC.12h.1"
"5057"	-1.57483370285234	"FOXJ2"	"55810"	2.15334439771673e-05	"M.APC.12h.1"
"5038"	-1.89154670050629	"FNIP2"	"57600"	0.000290357861167627	"M.APC.12h.1"
"50231"	-4.18493324325016	"FNBP1L"	"54874"	2.55803270154282e-07	"M.APC.12h.1"
"50161"	-3.07621683538561	"FMNL2"	"114793"	1.14195049411936e-05	"M.APC.12h.1"
"5010"	-1.81757987819746	"FLVCR2"	"55640"	0.00022665978273	"M.APC.12h.1"
"49622"	-2.45167904668241	"FILIP1L"	"11259"	0.0011168691501665	"M.APC.12h.1"
"4954"	-2.3045352916266	"FHOD1"	"29109"	0.000279431188041038	"M.APC.12h.1"
"49521"	-2.90503443790468	"FHL2"	"2274"	0.00684849024354328	"M.APC.12h.1"
"48872"	-2.24312343278678	"FES"	"2242"	8.66996810109637e-06	"M.APC.12h.1"
"48861"	-1.53357194645952	"FEM1C"	"56929"	0.00482546278022907	"M.APC.12h.1"
"4858"	-13.4146781436042	"FCER1A"	"2205"	0.000185726645047711	"M.APC.12h.1"
"48481"	-2.32731803544655	"FBXO6"	"26270"	0.000123415280665229	"M.APC.12h.1"
"4787"	-1.56368787658525	"FARP2"	"9855"	1.88273860333789e-05	"M.APC.12h.1"
"4770"	-2.27100905474574	"FANCD2"	"2177"	2.28328581762479e-07	"M.APC.12h.1"
"4752"	-1.59021734485056	"FAM98B"	"283742"	4.27924723433395e-05	"M.APC.12h.1"
"4713"	-1.80901521992883	"FAM43A"	"131583"	0.00845186177214903	"M.APC.12h.1"
"47072"	-1.7816995160942	"FAM234B"	"57613"	1.51494289139836e-05	"M.APC.12h.1"
"46511"	-2.71797287842065	"FAM189A2"	"9413"	1.96807195703465e-06	"M.APC.12h.1"
"4546"	-2.14475295159415	"FAM105A"	"54491"	8.73107538953635e-05	"M.APC.12h.1"
"45422"	-1.51699103387551	"FAM102B"	"284611"	0.00010592062460111	"M.APC.12h.1"
"45041"	-1.86302852571248	"EZH2"	"2146"	0.000173798864198027	"M.APC.12h.1"
"4455"	-2.2511892540244	"ETV3"	"2117"	2.27726099350902e-06	"M.APC.12h.1"
"4446"	-3.09909250363017	"ETS2"	"2114"	2.14719542126169e-05	"M.APC.12h.1"
"43473"	-2.99016361214447	"EPSTI1"	"94240"	0.00086249361922404	"M.APC.12h.1"
"4316"	-2.40371035228132	"EPCAM"	"4072"	1.26658109658093e-05	"M.APC.12h.1"
"4294"	-1.66572409450156	"ENPP4"	"22875"	0.0257551453801625	"M.APC.12h.1"
"4238"	-1.66682121037671	"EMB"	"133418"	0.0203715705173467	"M.APC.12h.1"
"4234"	-2.21098196476738	"ELP2"	"55250"	0.00136597984707836	"M.APC.12h.1"
"4216"	-1.97493403715356	"ELMSAN1"	"91748"	2.23891013063353e-07	"M.APC.12h.1"
"4207"	-2.1126985715386	"ELL3"	"80237"	3.29009546909746e-05	"M.APC.12h.1"
"4196"	-1.55044057726379	"ELF2"	"1998"	0.000875652599701005	"M.APC.12h.1"
"4175"	-1.50678012024217	"EIF4ENIF1"	"56478"	5.15564012168811e-05	"M.APC.12h.1"
"41462"	-1.55146296920106	"EIF2AK4"	"440275"	0.000166412871672291	"M.APC.12h.1"
"4124"	-1.83802598611346	"EHHADH"	"1962"	0.00121495917087065	"M.APC.12h.1"
"40402"	-1.56320871292076	"ECT2"	"1894"	0.000143959966538533	"M.APC.12h.1"
"39841"	-1.98042553431388	"DYNC1H1"	"1778"	1.85649317800715e-06	"M.APC.12h.1"
"3966"	-1.59560487652542	"DUSP16"	"80824"	1.5642813539018e-05	"M.APC.12h.1"
"39551"	-3.02057265046291	"DUOX1"	"53905"	1.43546752967867e-05	"M.APC.12h.1"
"3936"	-3.67009974757906	"DST"	"667"	1.34952249198849e-06	"M.APC.12h.1"
"3919"	-2.47656607211393	"DSC2"	"1824"	0.00151082653234657	"M.APC.12h.1"
"38861"	-1.95479588430236	"DPYSL2"	"1808"	8.8720559039001e-05	"M.APC.12h.1"
"3879"	-1.67255676118503	"DPY19L1"	"23333"	7.81512103799881e-06	"M.APC.12h.1"
"3872"	-1.70319743364706	"DPP9"	"91039"	7.89443467779514e-06	"M.APC.12h.1"
"38441"	-1.78285861627984	"DOPEY1"	"23033"	1.71480135208014e-06	"M.APC.12h.1"
"38332"	-2.01351284859872	"DOK2"	"9046"	4.30602826571738e-06	"M.APC.12h.1"
"3820"	-1.57163431524558	"DOCK11"	"139818"	4.08511863012219e-05	"M.APC.12h.1"
"3818"	-3.11084822961298	"DOCK10"	"55619"	1.17478540839721e-09	"M.APC.12h.1"
"3817"	-2.81206404423459	"DOCK1"	"1793"	1.77128393707923e-07	"M.APC.12h.1"
"3812"	-1.59663122817932	"DNPEP"	"23549"	0.000268551122564475	"M.APC.12h.1"
"37981"	-11.4465173486242	"DNASE1L3"	"1776"	5.0144458116733e-09	"M.APC.12h.1"
"3708"	-1.98817298483531	"DMWD"	"1762"	2.88343467517297e-06	"M.APC.12h.1"
"3703"	-3.10983996998022	"DMPK"	"1760"	2.11009942741804e-06	"M.APC.12h.1"
"3653"	-1.53722268333066	"DIS3L2"	"129563"	0.000975914365514619	"M.APC.12h.1"
"3640"	-1.55314883511948	"DIP2C"	"22982"	0.0301653700637954	"M.APC.12h.1"
"36262"	-1.62517528266231	"DIDO1"	"11083"	0.000187054621594112	"M.APC.12h.1"
"3601"	-2.20448037652641	"DHTKD1"	"55526"	2.92571454570044e-05	"M.APC.12h.1"
"3596"	-2.67314986953079	"DHRS9"	"10170"	0.000925333516431153	"M.APC.12h.1"
"3566"	-2.49772798379157	"DGKH"	"160851"	7.1726303577574e-06	"M.APC.12h.1"
"3523"	-1.5846980408298	"DEF6"	"50619"	0.017861221071196	"M.APC.12h.1"
"34271"	-1.78180453033724	"DCLRE1C"	"64421"	3.88873520786569e-06	"M.APC.12h.1"
"3423"	-1.86970777449194	"DCLRE1B"	"64858"	3.34499588684439e-06	"M.APC.12h.1"
"3416"	-1.66533187644551	"DCK"	"1633"	7.47271665098734e-05	"M.APC.12h.1"
"34071"	-2.17713730671455	"DCBLD1"	"285761"	6.90962793459746e-05	"M.APC.12h.1"
"3405"	-1.50870417104852	"DCAF5"	"8816"	0.000185443000415986	"M.APC.12h.1"
"3374"	-1.97674954835534	"DAPP1"	"27071"	1.28513146475555e-06	"M.APC.12h.1"
"33581"	-1.58867713893922	"CYYR1"	"116159"	0.000951767154369625	"M.APC.12h.1"
"33051"	-2.59512138089747	"CYBRD1"	"79901"	0.00662528483187253	"M.APC.12h.1"
"3299"	-1.53657548537049	"CYB5R1"	"51706"	0.000158237387376182	"M.APC.12h.1"
"3274"	-1.84403003299546	"CXorf38"	"159013"	2.81025660026671e-06	"M.APC.12h.1"
"32733"	-1.93653550101215	"CXorf21"	"80231"	0.0032262988859212	"M.APC.12h.1"
"3268"	-7.7558670966017	"CXCL8"	"3576"	3.65667583128201e-07	"M.APC.12h.1"
"32581"	-2.67373722880974	"CXCL13"	"10563"	0.000249869795169324	"M.APC.12h.1"
"3207"	-2.00839377545138	"CTPS1"	"1503"	0.00525258594637534	"M.APC.12h.1"
"32001"	-1.63230218588539	"CTNNAL1"	"8727"	3.01855004845054e-05	"M.APC.12h.1"
"31952"	-5.65079342293532	"CTLA4"	"1493"	8.38832465168616e-12	"M.APC.12h.1"
"3186"	-1.92794463116145	"CTDSPL"	"10217"	0.00187251998135916	"M.APC.12h.1"
"3175"	-1.71468704112903	"CTBP1"	"1487"	0.00823798263514778	"M.APC.12h.1"
"31701"	-1.60876441032147	"CTAGE5"	"4253"	0.00926994054292729	"M.APC.12h.1"
"31491"	-4.80168150239285	"CST7"	"8530"	5.18190512801017e-11	"M.APC.12h.1"
"31472"	-1.74672818106262	"CST4"	"1472"	2.82194954679478e-06	"M.APC.12h.1"
"31462"	-1.73625681225383	"CST3"	"1471"	0.000101705481872275	"M.APC.12h.1"
"31181"	-2.79259182238247	"CSF2RA"	"1438"	3.64670741180929e-07	"M.APC.12h.1"
"3090"	-1.67366153832668	"CRLF3"	"51379"	0.000882933272652485	"M.APC.12h.1"
"30761"	-1.52317871462862	"CRIPAK"	"285464"	0.00378331707865608	"M.APC.12h.1"
"30592"	-1.93108810003088	"CREBZF"	"58487"	1.59208588678646e-05	"M.APC.12h.1"
"30541"	-2.31939629366416	"CREBL2"	"1389"	6.11671654340085e-07	"M.APC.12h.1"
"30511"	-1.53574793022482	"CREBBP"	"1387"	9.85938599123619e-06	"M.APC.12h.1"
"3048"	-6.35222515521517	"CREB5"	"9586"	6.16032519703367e-06	"M.APC.12h.1"
"3018"	-2.27014422878111	"CPVL"	"54504"	0.00162714206219919	"M.APC.12h.1"
"30011"	-1.74859153035924	"CPEB3"	"22849"	0.00567794828651377	"M.APC.12h.1"
"29972"	-1.88114377899919	"CPEB1"	"64506"	0.00131617495260512	"M.APC.12h.1"
"29391"	-1.5336092907617	"COMMD2"	"51122"	2.35101465874214e-05	"M.APC.12h.1"
"28912"	-2.67740811979677	"COL18A1"	"80781"	0.000180421831907189	"M.APC.12h.1"
"28761"	-2.18143459678155	"COCH"	"1690"	0.00245389958185337	"M.APC.12h.1"
"2854"	-1.84444277783557	"CNTLN"	"54875"	0.0197955354560185	"M.APC.12h.1"
"28002"	-2.2991420947271	"CMPK2"	"129607"	0.000212447253170014	"M.APC.12h.1"
"2735"	-1.57204864188887	"CLEC7A"	"64581"	1.4323602948356e-05	"M.APC.12h.1"
"27256"	-1.88855525501952	"CLEC4A"	"50856"	0.000179662908806882	"M.APC.12h.1"
"2716"	-4.00276057616084	"CLEC10A"	"10462"	7.24470446674471e-07	"M.APC.12h.1"
"2679"	-2.82668760921697	"CLC"	"1178"	0.00139143756932332	"M.APC.12h.1"
"26755"	-1.58605418796026	"CLASP2"	"23122"	0.00508078012528176	"M.APC.12h.1"
"2668"	-1.69511483811844	"CIZ1"	"25792"	1.37393405428734e-06	"M.APC.12h.1"
"26621"	-1.58885969151992	"CISH"	"1154"	0.000751441567288246	"M.APC.12h.1"
"26542"	-1.66555650585639	"CIRBP"	"1153"	0.00319126445956429	"M.APC.12h.1"
"2653"	-1.56042223170177	"CIPC"	"85457"	7.66330444877109e-05	"M.APC.12h.1"
"25754"	-1.52147883256388	"CHD2"	"1106"	0.0187524394344312	"M.APC.12h.1"
"2545"	-2.21131810048731	"CFLAR"	"8837"	0.00582838537293272	"M.APC.12h.1"
"2543"	-9.84124566867488	"CFI"	"3426"	5.92314450705524e-13	"M.APC.12h.1"
"24991"	-1.82093868544804	"CERK"	"64781"	1.81162195320388e-06	"M.APC.12h.1"
"2478"	-1.56846184783759	"CEP44"	"80817"	0.000403966134670842	"M.APC.12h.1"
"24771"	-1.9669999934649	"CEP350"	"9857"	2.16755594814006e-07	"M.APC.12h.1"
"2472"	-1.61551546562958	"CEP19"	"84984"	0.00178963811069054	"M.APC.12h.1"
"24663"	-2.68768585585001	"CEP128"	"145508"	1.70573500218162e-08	"M.APC.12h.1"
"2463"	-7.88113680052065	"CEP112"	"201134"	4.23604694389023e-07	"M.APC.12h.1"
"2461"	-1.6309514586885	"CEP104"	"9731"	0.000600219133660128	"M.APC.12h.1"
"2448"	-1.55584490794241	"CENPJ"	"55835"	0.000116009438522849	"M.APC.12h.1"
"24434"	-1.56743381555361	"CENPE"	"1062"	0.00047906968821473	"M.APC.12h.1"
"24211"	-1.51628274502795	"CELF2"	"10659"	0.0039519967874953	"M.APC.12h.1"
"2413"	-1.88671338856082	"CECR2"	"27443"	0.0151871131347689	"M.APC.12h.1"
"23771"	-1.93803265769097	"CDKN1B"	"1027"	3.03506105609775e-05	"M.APC.12h.1"
"2331"	-13.4821417086284	"CDH2"	"1000"	1.00778209239589e-10	"M.APC.12h.1"
"2320"	-1.98147539787001	"CDCA7L"	"55536"	0.000725641051043858	"M.APC.12h.1"
"23102"	-1.61535145119393	"CDC42SE2"	"56990"	7.00411224483804e-06	"M.APC.12h.1"
"2260"	-4.56067802349247	"CD80"	"941"	1.69872062903036e-08	"M.APC.12h.1"
"2242"	-1.57068194746085	"CD40"	"958"	0.0158580940185792	"M.APC.12h.1"
"22393"	-1.68990615517708	"CD38"	"952"	0.00481949828000464	"M.APC.12h.1"
"2238"	-1.50917511152826	"CD302"	"9936"	0.0118892809728224	"M.APC.12h.1"
"2218"	-1.51632193432152	"CD207"	"50489"	0.0132243467999162	"M.APC.12h.1"
"2217"	-1.50764870418616	"CD200R1"	"131450"	0.00237640997365989	"M.APC.12h.1"
"2213"	-5.03594221511967	"CD200"	"4345"	5.56755570229297e-05	"M.APC.12h.1"
"21923"	-5.60003953938253	"CCR7"	"1236"	2.8828769067093e-05	"M.APC.12h.1"
"21874"	-1.6180793349457	"CCPG1"	"9236"	0.0021232528811228	"M.APC.12h.1"
"2185"	-2.05623617592722	"CCNYL1"	"151195"	2.21241142085722e-06	"M.APC.12h.1"
"2178"	-1.61691186286787	"CCNT2"	"905"	5.28744608469463e-06	"M.APC.12h.1"
"21683"	-1.65209108996121	"CCNI"	"10983"	0.000229200496153551	"M.APC.12h.1"
"21623"	-3.97610440346678	"CCNG2"	"901"	5.08298737802961e-06	"M.APC.12h.1"
"21491"	-2.70024006099631	"CCNA1"	"8900"	2.2159556475043e-06	"M.APC.12h.1"
"2133"	-17.659027701733	"CCL23"	"6368"	0.00103756325174277	"M.APC.12h.1"
"2127"	-6.10017131981304	"CCL18"	"6362"	0.00765029357318456	"M.APC.12h.1"
"2126"	-26.5981799203275	"CCL17"	"6361"	8.20415949185703e-11	"M.APC.12h.1"
"21241"	-2.32517976302645	"CCL13"	"6357"	0.0262445036383778	"M.APC.12h.1"
"2050"	-1.85856092321482	"CCDC18"	"343099"	0.00179019936091782	"M.APC.12h.1"
"2013"	-1.76859328224077	"CCDC112"	"153733"	3.90388560210891e-06	"M.APC.12h.1"
"1993"	-2.15577649855199	"CBR3"	"874"	1.65818188394239e-05	"M.APC.12h.1"
"19851"	-1.84872991662819	"CBFA2T2"	"9139"	0.000803995254457	"M.APC.12h.1"
"19542"	-1.61660128968042	"CASP9"	"842"	0.000140313438621346	"M.APC.12h.1"
"1948"	-1.91405287043655	"CASP6"	"839"	8.71997866337822e-06	"M.APC.12h.1"
"1947"	-1.58579532793257	"CASP3"	"836"	5.0343844651213e-05	"M.APC.12h.1"
"1941"	-1.50959866170858	"CASC3"	"22794"	5.73364508190477e-05	"M.APC.12h.1"
"18842"	-3.53094942413649	"CAMTA1"	"23261"	7.00714860923326e-09	"M.APC.12h.1"
"18713"	-1.92904416631456	"CAMK1D"	"57118"	0.0107444266639255	"M.APC.12h.1"
"1857"	-2.13297953931347	"CALM1"	"801"	1.92371714622557e-06	"M.APC.12h.1"
"1848"	-8.04409622738104	"CALCRL"	"10203"	3.44190424701153e-10	"M.APC.12h.1"
"1775"	-2.21542296161104	"C9orf72"	"203228"	0.00132303632845203	"M.APC.12h.1"
"1769"	-1.68736392531524	"C9orf64"	"84267"	1.30327989093703e-05	"M.APC.12h.1"
"1762"	-2.65715767341049	"C9orf3"	"84909"	0.000207801013094323	"M.APC.12h.1"
"1710"	-1.53113278947264	"C4orf46"	"201725"	6.01394309780977e-05	"M.APC.12h.1"
"16841"	-1.8891307136297	"C3orf14"	"57415"	1.53426453591114e-06	"M.APC.12h.1"
"16822"	-3.23873768534024	"C3AR1"	"719"	0.0291941531041405	"M.APC.12h.1"
"1671"	-2.13806697600476	"C2orf68"	"388969"	5.54339084947625e-06	"M.APC.12h.1"
"1660"	-1.69192536737911	"C22orf39"	"128977"	0.00209800175365196	"M.APC.12h.1"
"1656"	-1.93319935179749	"C21orf91"	"54149"	4.86347588453861e-05	"M.APC.12h.1"
"1639"	-16.4969052216909	"C1QC"	"714"	2.27656826540483e-09	"M.APC.12h.1"
"1636"	-13.0369149443951	"C1QB"	"713"	7.90849638634284e-12	"M.APC.12h.1"
"1591"	-1.54315732600071	"C16orf72"	"29035"	0.00311441018754148	"M.APC.12h.1"
"14882"	-1.75919142341382	"BTBD10"	"84280"	9.89891366526406e-06	"M.APC.12h.1"
"1472"	-1.51289338796548	"BRWD1"	"54014"	0.00955809527798066	"M.APC.12h.1"
"1434"	-1.5670860824498	"BRD1"	"23774"	0.000128033890885521	"M.APC.12h.1"
"14281"	-1.6540469499232	"BRCA2"	"675"	0.000256619230563522	"M.APC.12h.1"
"1397"	-1.95936743319838	"BNIP3"	"664"	0.00342757307108605	"M.APC.12h.1"
"1375"	-1.87017908661224	"BMP2K"	"55589"	0.00269283516565473	"M.APC.12h.1"
"1365"	-1.94919505840329	"BLVRB"	"645"	0.00040301164752351	"M.APC.12h.1"
"13601"	-2.50997196918211	"BLOC1S6"	"26258"	9.65219409183099e-07	"M.APC.12h.1"
"1330"	-1.65681801443895	"BDP1"	"55814"	8.46916674875132e-06	"M.APC.12h.1"
"1314"	-2.53501313009069	"BCOR"	"54880"	8.38856624071018e-07	"M.APC.12h.1"
"1280"	-2.22075491868699	"BCAR3"	"8412"	0.00163134439648663	"M.APC.12h.1"
"1266"	-1.87811824855897	"BAZ2B"	"29994"	0.000108890622492413	"M.APC.12h.1"
"1223"	-2.86785965281399	"B3GNT5"	"84002"	0.00032175932375945	"M.APC.12h.1"
"1190"	-2.67506902276918	"AUTS2"	"26053"	5.15846208306056e-06	"M.APC.12h.1"
"11793"	-2.14778463733867	"AUH"	"549"	2.9402520920816e-05	"M.APC.12h.1"
"11773"	-1.83407176438134	"ATXN7"	"6314"	2.1690892418156e-05	"M.APC.12h.1"
"11682"	-1.52793434085547	"ATRX"	"546"	0.0289752891527724	"M.APC.12h.1"
"1156"	-2.14855169161442	"ATP8B4"	"79895"	0.000822823355182135	"M.APC.12h.1"
"1025"	-1.72754877949014	"ASMTL"	"8623"	0.00418193933252773	"M.APC.12h.1"
"1014"	-1.98913274398731	"ASGR2"	"433"	0.00157076227421506	"M.APC.12h.1"
"9552"	-1.52109206228822	"ARNTL2"	"56938"	0.00534129469205056	"M.APC.12h.1"
"923"	-2.62638678109988	"ARL6IP6"	"151188"	1.22552213158742e-08	"M.APC.12h.1"
"887"	-1.87110367002923	"ARHGEF40"	"55701"	0.00860078029064048	"M.APC.12h.1"
"865"	-2.36722456117132	"ARHGAP9"	"64333"	1.92797110462231e-06	"M.APC.12h.1"
"838"	-2.30924035540474	"ARHGAP18"	"93663"	2.5576807137655e-07	"M.APC.12h.1"
"833"	-1.65978781428349	"ARHGAP10"	"79658"	0.000174863550555106	"M.APC.12h.1"
"825"	-1.51411949200148	"ARF6"	"382"	9.17608355940558e-06	"M.APC.12h.1"
"816"	-1.51801529942114	"AREG"	"374"	0.0469363026777803	"M.APC.12h.1"
"814"	-2.78775767713777	"ARAP2"	"116984"	1.54536975214122e-06	"M.APC.12h.1"
"7654"	-1.86719568313156	"APH1B"	"83464"	0.00198535986651931	"M.APC.12h.1"
"7583"	-1.56119296936942	"APCDD1"	"147495"	0.0226391919412483	"M.APC.12h.1"
"7562"	-1.88273127948452	"APBA3"	"9546"	9.3399883949215e-07	"M.APC.12h.1"
"7511"	-2.1267671727603	"APBA1"	"320"	2.76436677587715e-05	"M.APC.12h.1"
"724"	-3.57617711745516	"AP2A2"	"161"	5.95916606836052e-06	"M.APC.12h.1"
"7212"	-2.26479739213818	"AP1S3"	"130340"	0.0464331401426758	"M.APC.12h.1"
"710"	-1.50264827057947	"AP1G2"	"8906"	0.00238033689153109	"M.APC.12h.1"
"6646"	-1.87850280282009	"ANKRD44"	"91526"	7.26527893811249e-05	"M.APC.12h.1"
"6451"	-3.43426259132921	"ANKRD20A4"	"728747"	0.00121652866679294	"M.APC.12h.1"
"638"	-2.65885995088899	"ANKRD12"	"23253"	7.47276441483183e-08	"M.APC.12h.1"
"5793"	-1.56516361004488	"AMDHD2"	"51005"	0.000896510777221659	"M.APC.12h.1"
"5492"	-1.90730961638992	"ALG13"	"79868"	2.06985738733641e-06	"M.APC.12h.1"
"494"	-2.35272245950596	"AKNA"	"80709"	1.77489468148693e-07	"M.APC.12h.1"
"491"	-1.97302146764392	"AKIRIN2"	"55122"	9.72076246472788e-05	"M.APC.12h.1"
"470"	-2.46428530726223	"AKAP11"	"11215"	0.000202133381960667	"M.APC.12h.1"
"468"	-1.83141699629089	"AKAP10"	"11216"	2.50715939844332e-06	"M.APC.12h.1"
"443"	-2.42624062136545	"AHR"	"196"	0.000126138288437875	"M.APC.12h.1"
"4071"	-1.63430456164748	"AGPAT3"	"56894"	0.000143062425131966	"M.APC.12h.1"
"4042"	-1.73103986964185	"AGO4"	"192670"	7.31444476644325e-05	"M.APC.12h.1"
"4013"	-1.72488097292842	"AGO3"	"192669"	2.31623513964232e-06	"M.APC.12h.1"
"364"	-1.58177295352749	"AEBP2"	"121536"	3.7327782067889e-05	"M.APC.12h.1"
"337"	-4.71679129882065	"ADORA3"	"140"	3.47867507715518e-07	"M.APC.12h.1"
"285"	-2.79591725539737	"ADD2"	"119"	4.71454171760092e-07	"M.APC.12h.1"
"2822"	-1.79550587365812	"ADD1"	"118"	1.29820878987423e-06	"M.APC.12h.1"
"275"	-1.50138235856787	"ADCY7"	"113"	0.00644200845006525	"M.APC.12h.1"
"2612"	-2.47029724292682	"ADCY1"	"107"	0.00695483935504038	"M.APC.12h.1"
"254"	-1.73798208437251	"ADAP2"	"55803"	1.29943057037376e-05	"M.APC.12h.1"
"2402"	-2.97181588974987	"ADAMTS5"	"11096"	4.21358326785525e-05	"M.APC.12h.1"
"221"	-2.70984017131814	"ADAM23"	"8745"	0.000260999667780366	"M.APC.12h.1"
"168"	-1.74968833880289	"ACSL5"	"51703"	5.81295372833798e-05	"M.APC.12h.1"
"1552"	-1.85700784926053	"ACP5"	"54"	0.026399128546871	"M.APC.12h.1"
"108"	-1.8069961840681	"ABR"	"29"	7.03761770290376e-08	"M.APC.12h.1"
"89"	-1.59947548534327	"ABHD3"	"171586"	0.000328060599817476	"M.APC.12h.1"
"71"	-1.7866132549457	"ABHD12"	"26090"	0.000229435124375217	"M.APC.12h.1"
"624"	-2.10414283072099	"ABCG1"	"9619"	0.0039960926429794	"M.APC.12h.1"
"47"	-2.96655817170558	"ABCC4"	"10257"	8.66277569036274e-07	"M.APC.12h.1"
"29"	-1.6526347909182	"ABCA3"	"21"	1.04148240725996e-05	"M.APC.12h.1"
"23"	-1.62308205433095	"ABAT"	"18"	0.000487677125617055	"M.APC.12h.1"
"9"	-1.55693560069949	"AAGAB"	"79719"	4.48665558971072e-06	"M.APC.12h.1"
"15527"	-1.58899469131542	"ZNRF2"	"223082"	0.00150889951885525	"M.APC.12h.2"
"155101"	-2.07764258972024	"ZNF846"	"162993"	0.000276161797009366	"M.APC.12h.2"
"152491"	-1.99754115685431	"ZNF347"	"84671"	0.000157362599253335	"M.APC.12h.2"
"15205"	-1.51715502403798	"ZNF267"	"10308"	0.000865987582516426	"M.APC.12h.2"
"151644"	-1.72158930996568	"ZNF217"	"7764"	0.000693291844410664	"M.APC.12h.2"
"150381"	-2.39660461999326	"ZFP69"	"339559"	7.73495976619843e-05	"M.APC.12h.2"
"150241"	-4.853096915678	"ZFP36L1"	"677"	2.07786899276811e-06	"M.APC.12h.2"
"14967"	-2.3006995542197	"ZCCHC24"	"219654"	8.66962814721143e-05	"M.APC.12h.2"
"14935"	-1.84923573291725	"ZBTB42"	"100128927"	0.00027913065238866	"M.APC.12h.2"
"14925"	-1.50593064170058	"ZBTB33"	"10009"	0.000264675404315505	"M.APC.12h.2"
"145471"	-1.51480891999014	"VASH1"	"22846"	0.00367852049366108	"M.APC.12h.2"
"14508"	-1.97800924894491	"USP6NL"	"9712"	0.000806775726374629	"M.APC.12h.2"
"14383"	-1.50779747881049	"UGGT2"	"55757"	0.00986822705861526	"M.APC.12h.2"
"142472"	-2.78349534879174	"TXNDC16"	"57544"	2.47649743877454e-05	"M.APC.12h.2"
"14245"	-1.64361828096456	"TXN"	"7295"	7.25473801013925e-05	"M.APC.12h.2"
"142401"	-1.72198929913741	"TWSG1"	"57045"	0.01624424998228	"M.APC.12h.2"
"142211"	-3.45615132987861	"TUBB2A"	"7280"	0.0359770203778431	"M.APC.12h.2"
"141831"	-2.58093064747869	"TTC7B"	"145567"	5.41972510096355e-05	"M.APC.12h.2"
"14091"	-1.69952958270352	"TRPV2"	"51393"	0.0023132079003079	"M.APC.12h.2"
"140022"	-5.25142279735318	"TRIM36"	"55521"	5.85985008605125e-08	"M.APC.12h.2"
"13838"	-2.58655915749295	"TNS1"	"7145"	0.0036318880079858	"M.APC.12h.2"
"13789"	-1.60482842287582	"TNFRSF18"	"8784"	0.002443213038867	"M.APC.12h.2"
"137851"	-1.61146461527943	"TNF"	"7124"	0.0100823865879078	"M.APC.12h.2"
"13685"	-5.13048545981849	"TMEM255A"	"55026"	0.00164166883520458	"M.APC.12h.2"
"135803"	-1.53983818150674	"TMEM107"	"84314"	0.00118468603308407	"M.APC.12h.2"
"13574"	-1.75428885981295	"TMEM106A"	"113277"	0.000615146442415015	"M.APC.12h.2"
"13569"	-1.58941001903045	"TMED5"	"50999"	0.000637941458835571	"M.APC.12h.2"
"135131"	-2.09219770387635	"TLR6"	"10333"	0.000670010403409892	"M.APC.12h.2"
"13508"	-1.64333532661128	"TLR4"	"7099"	0.029059692664294	"M.APC.12h.2"
